    0.0000000000E+00   -9.9945741232E-05   -3.9560031198E-04   -8.7445007377E-04
   -1.5157531248E-03   -2.2907097090E-03   -3.1626991244E-03   -4.0875814821E-03
   -5.0140622112E-03   -5.8841167683E-03   -6.6334725893E-03   -7.1921449151E-03
   -7.4850227480E-03   -7.4325008418E-03   -6.9511532780E-03   -5.9544439475E-03
   -4.3534688675E-03   -2.0577252197E-03    1.0240984534E-03    4.9833163186E-03
    9.9104295560E-03    1.5894306215E-02    2.3021363142E-02    3.1374755220E-02
    4.1033578177E-02    5.2072090186E-02    6.4558958812E-02    7.8556537617E-02
    9.4120178816E-02    1.1129758635E-01    1.3012821457E-01    1.5064271702E-01
    1.7286244865E-01    1.9679902857E-01    2.2245396123E-01    2.4981832421E-01
    2.7887252334E-01    3.0958611888E-01    3.4191771634E-01    3.7581493977E-01
    4.1121447434E-01    4.4804217871E-01    4.8621327613E-01    5.2563261712E-01
    5.6619501398E-01    6.0778564550E-01    6.5028052974E-01    6.9354705693E-01
    7.3744458996E-01    7.8182514807E-01    8.2653409566E-01    8.7141088548E-01
    9.1628993048E-01    9.6100144068E-01    1.0053722068E+00    1.0492267463E+00
    1.0923879728E+00    1.1346784219E+00    1.1759209742E+00    1.2159401209E+00
    1.2545625893E+00    1.2916187470E+00    1.3269431848E+00    1.3603758483E+00
    1.3917630209E+00    1.4209580136E+00    1.4478221533E+00    1.4722256652E+00
    1.4940482806E+00    1.5131799734E+00    1.5295217172E+00    1.5429860473E+00
    1.5534975253E+00    1.5609932333E+00    1.5654231610E+00    1.5667505007E+00
    1.5649519402E+00    1.5600177460E+00    1.5519518544E+00    1.5407718645E+00
    1.5265089452E+00    1.5092076591E+00    1.4889257061E+00    1.4657335853E+00
    1.4397141783E+00    1.4109622556E+00    1.3795839089E+00    1.3456959119E+00
    1.3094250127E+00    1.2709071634E+00    1.2302866879E+00    1.1877153964E+00
    1.1433516483E+00    1.0973593749E+00    1.0499070494E+00    1.0011667239E+00
    9.5131123738E-01    9.0051243413E-01    8.4894081664E-01    7.9676488342E-01
    7.4415063150E-01    6.9126107080E-01    6.3825619210E-01    5.8529138955E-01
    5.3251756215E-01    4.8008106322E-01    4.2812307808E-01    3.7677966204E-01
    3.2618054523E-01    2.7644862879E-01    2.2770078076E-01    1.8004723701E-01
    1.3359184254E-01    8.8429474919E-02    4.4648519264E-02    2.3301135114E-03
   -3.8451993596E-02   -7.7633161320E-02   -1.1515564636E-01   -1.5096888387E-01
   -1.8503104826E-01   -2.1730791748E-01   -2.4777221308E-01   -2.7640431165E-01
   -3.0319233793E-01   -3.2813076609E-01   -3.5122097694E-01   -3.7247096173E-01
   -3.9189436432E-01   -4.0951091419E-01   -4.2534488669E-01   -4.3942561004E-01
   -4.5178693326E-01   -4.6246509387E-01   -4.7150113564E-01   -4.7893759190E-01
   -4.8481857411E-01   -4.8919295626E-01   -4.9210676034E-01   -4.9361023819E-01
   -4.9375409540E-01   -4.9258812052E-01   -4.9016680037E-01   -4.8654128055E-01
   -4.8176718158E-01   -4.7590038102E-01   -4.6899787912E-01   -4.6112073751E-01
   -4.5232902827E-01   -4.4268815818E-01   -4.3226315395E-01   -4.2112269111E-01
   -4.0933692057E-01   -3.9697638130E-01   -3.8411532119E-01   -3.7082386619E-01
   -3.5717873644E-01   -3.4324733042E-01   -3.2910537333E-01   -3.1481669456E-01
   -3.0045212655E-01   -2.8607106868E-01   -2.7173708238E-01   -2.5750367759E-01
   -2.4342593838E-01   -2.2955040551E-01   -2.1592329726E-01   -2.0258351882E-01
   -1.8956864256E-01   -1.7690966706E-01   -1.6463610250E-01   -1.5277111163E-01
   -1.4133688289E-01   -1.3034908904E-01   -1.1982335088E-01   -1.0976841093E-01
   -1.0019400584E-01   -9.1102675466E-02   -8.2498843713E-02   -7.4379711613E-02
   -6.6744837374E-02   -5.9587158080E-02   -5.2901396754E-02   -4.6677544158E-02
   -4.0905749075E-02   -3.5573783526E-02   -3.0668209988E-02   -2.6174638782E-02
   -2.2077320689E-02   -1.8359626189E-02   -1.5004818525E-02   -1.1993901594E-02
   -9.3100303837E-03   -6.9329121560E-03   -4.8450842795E-03   -3.0267586224E-03
   -1.4590651946E-03   -1.2421266598E-04    9.9844507624E-04    1.9242844757E-03
    2.6738537500E-03    3.2621653424E-03    3.7066144692E-03    4.0238714604E-03
    4.2268163111E-03    4.3337759130E-03    4.3545668729E-03    4.3040747398E-03
    4.1939566699E-03    4.0336342835E-03    3.8366308830E-03    3.6086533374E-03
    3.3600764424E-03    3.0980594804E-03    2.8276771418E-03    2.5578082615E-03
    2.2903823604E-03    2.0308352750E-03    1.7829911670E-03    1.5480999508E-03
