    0.0000000000E+00    2.3473144743E-04    9.3978935350E-04    2.1177458006E-03
    3.7728257410E-03    5.9108148403E-03    8.5389316960E-03    1.1665665657E-02
    1.5300581804E-02    1.9454094970E-02    2.4137214993E-02    2.9361265674E-02
    3.5137580187E-02    4.1477175938E-02    4.8390412106E-02    5.5886633240E-02
    6.3973802576E-02    7.2658128719E-02    8.1943689618E-02    9.1832057686E-02
    1.0232193013E-01    1.1340876835E-01    1.2508445054E-01    1.3733694131E-01
    1.5014998218E-01    1.6350280681E-01    1.7736988415E-01    1.9172069375E-01
    2.0651953526E-01    2.2172537608E-01    2.3729173945E-01    2.5316663539E-01
    2.6929253566E-01    2.8560639842E-01    3.0203973685E-01    3.1851873963E-01
    3.3496444078E-01    3.5129294089E-01    3.6741567203E-01    3.8323972110E-01
    3.9866819739E-01    4.1360064373E-01    4.2793349734E-01    4.4156059231E-01
    4.5437370253E-01    4.6626312197E-01    4.7711827907E-01    4.8682837783E-01
    4.9528306943E-01    5.0237316183E-01    5.0799131236E-01    5.1203273816E-01
    5.1439598694E-01    5.1498365821E-01    5.1370307399E-01    5.1046713457E-01
    5.0519486974E-01    4.9781227632E-01    4.8825284902E-01    4.7645835944E-01
    4.6237928701E-01    4.4597557094E-01    4.2721695957E-01    4.0608355463E-01
    3.8256623348E-01    3.5666693805E-01    3.2839900562E-01    2.9778739082E-01
    2.6486878623E-01    2.2969172089E-01    1.9231655823E-01    1.5281540433E-01
    1.1127196706E-01    6.7781320239E-02    2.2449589342E-02   -2.4606399304E-02
   -7.3259712313E-02   -1.2337376689E-01   -1.7480297607E-01   -2.2739345818E-01
   -2.8098381332E-01   -3.3540596893E-01   -3.9048609077E-01   -4.4604555536E-01
   -5.0190197939E-01   -5.5787030140E-01   -6.1376391058E-01   -6.6939581712E-01
   -7.2457985848E-01   -7.7913193545E-01   -8.3287127169E-01   -8.8562169027E-01
   -9.3721290067E-01   -9.8748179707E-01   -1.0362737300E+00   -1.0834432764E+00
