0  0.0000000000000000000, 6.6824795118275873000 
1  0.0100000000000000000, 6.6763379524795390000 
2  0.0200000000000000000, 6.6579991521275614000 
3  0.0299999999999999990, 6.6277019851895860000 
4  0.0400000000000000010, 6.5858078010624581000 
5  0.0500000000000000030, 6.5327738159553821000 
6  0.0599999999999999980, 6.4691304806820327000 
7  0.0700000000000000070, 6.3954623057657702000 
8  0.0800000000000000020, 6.3123916884868496000 
9  0.0899999999999999970, 6.2205653423445355000 
10  0.1000000000000000100, 6.1206429786727288000 
11  0.1100000000000000000, 6.0132879335908127000 
12  0.1200000000000000000, 5.8991594717619122000 
13  0.1300000000000000000, 5.7789065321644948000 
14  0.1400000000000000100, 5.6531627107855176000 
15  0.1499999999999999900, 5.5225423012833179000 
16  0.1600000000000000000, 5.3876372376590025000 
17  0.1700000000000000100, 5.2490148031838135000 
18  0.1799999999999999900, 5.1072159875819274000 
19  0.1900000000000000000, 4.9627543900511872000 
20  0.2000000000000000100, 4.8161155793732977000 
21  0.2099999999999999900, 4.6677568343461058000 
22  0.2200000000000000000, 4.5181071982629657000 
23  0.2300000000000000100, 4.3675677903451096000 
24  0.2399999999999999900, 4.2165123250582299000 
25  0.2500000000000000000, 4.0652877972528785000 
26  0.2600000000000000100, 3.9142152971814053000 
27  0.2700000000000000200, 3.7635909247705452000 
28  0.2800000000000000300, 3.6136867771631813000 
29  0.2899999999999999800, 3.4647519875701227000 
30  0.2999999999999999900, 3.3170137969664961000 
31  0.3100000000000000000, 3.1706786431941123000 
32  0.3200000000000000100, 3.0259332546475912000 
33  0.3300000000000000200, 2.8829457379803185000 
34  0.3400000000000000200, 2.7418666512103864000 
35  0.3500000000000000300, 2.6028300552767014000 
36  0.3599999999999999900, 2.4659545385260473000 
37  0.3700000000000000000, 2.3313442098336381000 
38  0.3800000000000000000, 2.1990896570996923000 
39  0.3900000000000000100, 2.0692688687463456000 
40  0.4000000000000000200, 1.9419481165835748000 
41  0.4100000000000000300, 1.8171827990380505000 
42  0.4199999999999999800, 1.6950182442608723000 
43  0.4299999999999999900, 1.5754904730630193000 
44  0.4400000000000000000, 1.4586269219833321000 
45  0.4500000000000000100, 1.3444471270836003000 
46  0.4600000000000000200, 1.2329633692982678000 
47  0.4700000000000000300, 1.1241812823506645000 
48  0.4799999999999999800, 1.0181004243903617000 
49  0.4899999999999999900, 0.9147148146138274200 
50  0.5000000000000000000, 0.8140134362080605500 
51  0.5100000000000000100, 0.7159807070092620900 
52  0.5200000000000000200, 0.6205969192997480300 
53  0.5300000000000000300, 0.5278386501798407700 
54  0.5400000000000000400, 0.4376791439504056900 
55  0.5500000000000000400, 0.3500886679285076800 
56  0.5600000000000000500, 0.2650348430959818500 
57  0.5700000000000000600, 0.1824829509499133800 
58  0.5799999999999999600, 0.1023962178872920200 
59  0.5899999999999999700, 0.0247360784145336830 
60  0.5999999999999999800, -0.0505375815725514070 
61  0.6099999999999999900, -0.1234662002404418700 
62  0.6200000000000000000, -0.1940923328526074400 
63  0.6300000000000000000, -0.2624594612889634100 
64  0.6400000000000000100, -0.3286118190024049900 
65  0.6500000000000000200, -0.3925942304153962600 
66  0.6600000000000000300, -0.4544519638094541800 
67  0.6700000000000000400, -0.5142305968097129500 
68  0.6800000000000000500, -0.5719758936146317500 
69  0.6900000000000000600, -0.6277336931677546300 
70  0.7000000000000000700, -0.6815498075136029500 
71  0.7099999999999999600, -0.7334699296234797900 
72  0.7199999999999999700, -0.7835395500188887500 
73  0.7299999999999999800, -0.8318038815605398600 
74  0.7399999999999999900, -0.8783077918093881200 
75  0.7500000000000000000, -0.9230957424027996800 
76  0.7600000000000000100, -0.9662117349239592900 
77  0.7700000000000000200, -1.0076992627757386000 
78  0.7800000000000000300, -1.0476012686017775000 
79  0.7900000000000000400, -1.0859601068273002000 
80  0.8000000000000000400, -1.1228175109203948000 
81  0.8100000000000000500, -1.1582145650010487000 
82  0.8200000000000000600, -1.1921916794503624000 
83  0.8300000000000000700, -1.2247885701959611000 
84  0.8399999999999999700, -1.2560442413718638000 
85  0.8499999999999999800, -1.2859969710719756000 
86  0.8599999999999999900, -1.3146842999359740000 
87  0.8700000000000000000, -1.3421430223247715000 
88  0.8800000000000000000, -1.3684091798600106000 
89  0.8900000000000000100, -1.3935180571181838000 
90  0.9000000000000000200, -1.4175041792851242000 
91  0.9100000000000000300, -1.4404013115907521000 
92  0.9200000000000000400, -1.4622424603571984000 
93  0.9300000000000000500, -1.4830598755057631000 
94  0.9400000000000000600, -1.5028850543797510000 
95  0.9500000000000000700, -1.5217487467509230000 
96  0.9599999999999999600, -1.5396809608873987000 
97  0.9699999999999999700, -1.5567109705701749000 
98  0.9799999999999999800, -1.5728673229541379000 
99  0.9899999999999999900, -1.5881778471775787000 
100  1.0000000000000000000, -1.6026696636317566000 
101  1.0100000000000000000, -1.6163691938090907000 
102  1.0200000000000000000, -1.6293021706550967000 
103  1.0300000000000000000, -1.6414936493552381000 
104  1.0400000000000000000, -1.6529680184935251000 
105  1.0500000000000000000, -1.6637490115249087000 
106  1.0600000000000001000, -1.6738597185083950000 
107  1.0700000000000001000, -1.6833225980523006000 
108  1.0800000000000001000, -1.6921594894272594000 
109  1.0900000000000001000, -1.7003916248064663000 
110  1.1000000000000001000, -1.7080396415962176000 
111  1.1100000000000001000, -1.7151235948231622000 
112  1.1200000000000001000, -1.7216629695477290000 
113  1.1300000000000001000, -1.7276766932760441000 
114  1.1400000000000001000, -1.7331831483453144000 
115  1.1500000000000001000, -1.7382001842600348000 
116  1.1599999999999999000, -1.7427451299586754000 
117  1.1699999999999999000, -1.7468348059925483000 
118  1.1799999999999999000, -1.7504855366004748000 
119  1.1899999999999999000, -1.7537131616646429000 
120  1.2000000000000000000, -1.7565330485346728000 
121  1.2100000000000000000, -1.7589601037083946000 
122  1.2200000000000000000, -1.7610087843592357000 
123  1.2300000000000000000, -1.7626931097013780000 
124  1.2400000000000000000, -1.7640266721849971000 
125  1.2500000000000000000, -1.7650226485149882000 
126  1.2600000000000000000, -1.7656938104875479000 
127  1.2700000000000000000, -1.7660525356398802000 
128  1.2800000000000000000, -1.7661108177091311000 
129  1.2900000000000000000, -1.7658802768973880000 
130  1.3000000000000000000, -1.7653721699402893000 
131  1.3100000000000001000, -1.7645973999774029000 
132  1.3200000000000001000, -1.7635665262230973000 
133  1.3300000000000001000, -1.7622897734371765000 
134  1.3400000000000001000, -1.7607770411949817000 
135  1.3500000000000001000, -1.7590379129571245000 
136  1.3600000000000001000, -1.7570816649393848000 
137  1.3700000000000001000, -1.7549172747836554000 
138  1.3800000000000001000, -1.7525534300311396000 
139  1.3900000000000001000, -1.7499985363992805000 
140  1.4000000000000001000, -1.7472607258641548000 
141  1.4099999999999999000, -1.7443478645502926000 
142  1.4199999999999999000, -1.7412675604300789000 
143  1.4299999999999999000, -1.7380271708350736000 
144  1.4399999999999999000, -1.7346338097817382000 
145  1.4500000000000000000, -1.7310943551142004000 
146  1.4600000000000000000, -1.7274154554667922000 
147  1.4700000000000000000, -1.7236035370492084000 
148  1.4800000000000000000, -1.7196648102572247000 
149  1.4900000000000000000, -1.7156052761119616000 
150  1.5000000000000000000, -1.7114307325307723000 
151  1.5100000000000000000, -1.7071467804328517000 
152  1.5200000000000000000, -1.7027588296827210000 
153  1.5300000000000000000, -1.6982721048747578000 
154  1.5400000000000000000, -1.6936916509619657000 
155  1.5500000000000000000, -1.6890223387321883000 
156  1.5600000000000001000, -1.6842688701349660000 
157  1.5700000000000001000, -1.6794357834622513000 
158  1.5800000000000001000, -1.6745274583861645000 
159  1.5900000000000001000, -1.6695481208569758000 
160  1.6000000000000001000, -1.6645018478644671000 
161  1.6100000000000001000, -1.6593925720658171000 
162  1.6200000000000001000, -1.6542240862831044000 
163  1.6300000000000001000, -1.6490000478735203000 
164  1.6400000000000001000, -1.6437239829753163000 
165  1.6500000000000001000, -1.6383992906325060000 
166  1.6600000000000001000, -1.6330292468012684000 
167  1.6699999999999999000, -1.6276170082409964000 
168  1.6799999999999999000, -1.6221656162928511000 
169  1.6899999999999999000, -1.6166780005486645000 
170  1.7000000000000000000, -1.6111569824129792000 
171  1.7100000000000000000, -1.6056052785609614000 
172  1.7200000000000000000, -1.6000255042948808000 
173  1.7300000000000000000, -1.5944201768017967000 
174  1.7400000000000000000, -1.5887917183150497000 
