4.80769230769230e-004 	4.49994673400740e-001 
4.92644230769230e-004 	4.49994603730570e-001 
5.04812543269230e-004 	4.49994535869170e-001 
5.17281413087980e-004 	4.49994469779410e-001 
5.30058263991250e-004 	4.49994405425380e-001 
5.43150703111840e-004 	4.49994342772380e-001 
5.56566525478700e-004 	4.49994281786890e-001 
5.70313718658020e-004 	4.49994222436580e-001 
5.84400467508880e-004 	4.49994164690310e-001 
5.98835159056350e-004 	4.49994108518060e-001 
6.13626387485040e-004 	4.49994053891020e-001 
6.28782959255920e-004 	4.49994000781500e-001 
6.44313898349540e-004 	4.49993949162950e-001 
6.60228451638770e-004 	4.49993899009980e-001 
6.76536094394250e-004 	4.49993850298320e-001 
6.93246535925790e-004 	4.49993803004870e-001 
7.10369725363160e-004 	4.49993757107630e-001 
7.27915857579630e-004 	4.49993712585770e-001 
7.45895379261840e-004 	4.49993669419590e-001 
7.64318995129610e-004 	4.49993627590530e-001 
7.83197674309310e-004 	4.49993587081200e-001 
8.02542656864750e-004 	4.49993547875370e-001 
8.22365460489310e-004 	4.49993509957960e-001 
8.42677887363400e-004 	4.49993473315090e-001 
8.63492031181270e-004 	4.49993437934080e-001 
8.84820284351450e-004 	4.49993403803430e-001 
9.06675345374930e-004 	4.49993370912890e-001 
9.29070226405690e-004 	4.49993339253440e-001 
9.52018260997910e-004 	4.49993308817320e-001 
9.75533112044560e-004 	4.49993279598050e-001 
9.99628779912060e-004 	4.49993251590480e-001 
1.02431961077590e-003 	4.49993224790750e-001 
1.04962030516210e-003 	4.49993199196410e-001 
1.07554592669960e-003 	4.49993174806370e-001 
1.10211191108900e-003 	4.49993151620960e-001 
1.12933407529290e-003 	4.49993129642010e-001 
1.15722862695270e-003 	4.49993108872800e-001 
1.18581217403840e-003 	4.49993089318170e-001 
1.21510173473710e-003 	4.49993070984570e-001 
1.24511474758520e-003 	4.49993053880040e-001 
1.27586908185050e-003 	4.49993038014310e-001 
1.30738304817220e-003 	4.49993023398860e-001 
1.33967540946210e-003 	4.49993010046950e-001 
1.37276539207580e-003 	4.49992997973690e-001 
1.40667269726010e-003 	4.49992987196100e-001 
1.44141751288240e-003 	4.49992977733190e-001 
1.47702052545060e-003 	4.49992969606020e-001 
1.51350293242920e-003 	4.49992962837780e-001 
1.55088645486020e-003 	4.49992957453870e-001 
1.58919335029530e-003 	4.49992953481990e-001 
1.62844642604750e-003 	4.49992950952230e-001 
1.66866905277090e-003 	4.49992949897130e-001 
1.70988517837440e-003 	4.49992950351860e-001 
1.75211934228020e-003 	4.49992952354230e-001 
1.79539669003450e-003 	4.49992955944880e-001 
1.83974298827840e-003 	4.49992961167360e-001 
1.88518464008890e-003 	4.49992968068260e-001 
1.93174870069900e-003 	4.49992976697330e-001 
1.97946289360630e-003 	4.49992987107660e-001 
2.02835562707840e-003 	4.49992999355770e-001 
2.07845601106720e-003 	4.49993013501800e-001 
2.12979387454060e-003 	4.49993029609660e-001 
2.18239978324170e-003 	4.49993047747210e-001 
2.23630505788780e-003 	4.49993067986410e-001 
2.29154179281760e-003 	4.49993090403550e-001 
2.34814287510020e-003 	4.49993115079420e-001 
2.40614200411520e-003 	4.49993142099530e-001 
2.46557371161690e-003 	4.49993171554300e-001 
2.52647338229380e-003 	4.49993203539340e-001 
2.58887727483650e-003 	4.49993238155670e-001 
2.65282254352490e-003 	4.49993275509960e-001 
2.71834726035000e-003 	4.49993315714800e-001 
2.78549043768060e-003 	4.49993358889020e-001 
2.85429205149130e-003 	4.49993405157940e-001 
2.92479306516320e-003 	4.49993454653710e-001 
2.99703545387270e-003 	4.49993507515600e-001 
3.07106222958340e-003 	4.49993563890410e-001 
3.14691746665410e-003 	4.49993623932760e-001 
3.22464632808040e-003 	4.49993687805510e-001 
3.30429509238400e-003 	4.49993755680150e-001 
3.38591118116590e-003 	4.49993827737240e-001 
3.46954318734070e-003 	4.49993904166780e-001 
3.55524090406800e-003 	4.49993985168750e-001 
3.64305535439850e-003 	4.49994070953580e-001 
3.73303882165210e-003 	4.49994161742600e-001 
3.82524488054690e-003 	4.49994257768670e-001 
3.91972842909640e-003 	4.49994359276670e-001 
4.01654572129510e-003 	4.49994466524090e-001 
4.11575440061110e-003 	4.49994579781720e-001 
4.21741353430620e-003 	4.49994699334220e-001 
4.32158364860360e-003 	4.49994825480840e-001 
