4.80769230769230e-004  -2.37917671641020e+000
4.92644230769230e-004  -2.37917678608030e+000
5.04812543269230e-004  -2.37917685394170e+000
5.17281413087980e-004  -2.37917692003140e+000
5.30058263991250e-004  -2.37917698438540e+000
5.43150703111840e-004  -2.37917704703840e+000
5.56566525478700e-004  -2.37917710802380e+000
5.70313718658020e-004  -2.37917716737410e+000
5.84400467508880e-004  -2.37917722512030e+000
5.98835159056350e-004  -2.37917728129250e+000
6.13626387485040e-004  -2.37917733591950e+000
6.28782959255920e-004  -2.37917738902900e+000
6.44313898349540e-004  -2.37917744064750e+000
6.60228451638770e-004  -2.37917749080040e+000
6.76536094394250e-004  -2.37917753951190e+000
6.93246535925790e-004  -2.37917758680530e+000
7.10369725363160e-004  -2.37917763270250e+000
7.27915857579630e-004  -2.37917767722420e+000
7.45895379261840e-004  -2.37917772039030e+000
7.64318995129610e-004  -2.37917776221930e+000
7.83197674309310e-004  -2.37917780272850e+000
8.02542656864750e-004  -2.37917784193420e+000
8.22365460489310e-004  -2.37917787985140e+000
8.42677887363400e-004  -2.37917791649410e+000
8.63492031181270e-004  -2.37917795187500e+000
8.84820284351450e-004  -2.37917798600540e+000
9.06675345374930e-004  -2.37917801889570e+000
9.29070226405690e-004  -2.37917805055500e+000
9.52018260997910e-004  -2.37917808099080e+000
9.75533112044560e-004  -2.37917811020980e+000
9.99628779912060e-004  -2.37917813821710e+000
1.02431961077590e-003  -2.37917816501650e+000
1.04962030516210e-003  -2.37917819061050e+000
1.07554592669960e-003  -2.37917821500010e+000
1.10211191108900e-003  -2.37917823818510e+000
1.12933407529290e-003  -2.37917826016350e+000
1.15722862695270e-003  -2.37917828093220e+000
1.18581217403840e-003  -2.37917830048630e+000
1.21510173473710e-003  -2.37917831881920e+000
1.24511474758520e-003  -2.37917833592310e+000
1.27586908185050e-003  -2.37917835178800e+000
1.30738304817220e-003  -2.37917836640260e+000
1.33967540946210e-003  -2.37917837975360e+000
1.37276539207580e-003  -2.37917839182590e+000
1.40667269726010e-003  -2.37917840260240e+000
1.44141751288240e-003  -2.37917841206400e+000
1.47702052545060e-003  -2.37917842018990e+000
1.51350293242920e-003  -2.37917842695660e+000
1.55088645486020e-003  -2.37917843233890e+000
1.58919335029530e-003  -2.37917843630900e+000
1.62844642604750e-003  -2.37917843883680e+000
1.66866905277090e-003  -2.37917843988970e+000
1.70988517837440e-003  -2.37917843943260e+000
1.75211934228020e-003  -2.37917843742760e+000
1.79539669003450e-003  -2.37917843383410e+000
1.83974298827840e-003  -2.37917842860850e+000
1.88518464008890e-003  -2.37917842170410e+000
1.93174870069900e-003  -2.37917841307120e+000
1.97946289360630e-003  -2.37917840265660e+000
2.02835562707840e-003  -2.37917839040390e+000
2.07845601106720e-003  -2.37917837625280e+000
2.12979387454060e-003  -2.37917836013930e+000
2.18239978324170e-003  -2.37917834199560e+000
2.23630505788780e-003  -2.37917832174950e+000
2.29154179281760e-003  -2.37917829932490e+000
2.34814287510020e-003  -2.37917827464080e+000
2.40614200411520e-003  -2.37917824761160e+000
2.46557371161690e-003  -2.37917821814680e+000
2.52647338229380e-003  -2.37917818615070e+000
2.58887727483650e-003  -2.37917815152230e+000
2.65282254352490e-003  -2.37917811415460e+000
2.71834726035000e-003  -2.37917807393500e+000
2.78549043768060e-003  -2.37917803074460e+000
2.85429205149130e-003  -2.37917798445780e+000
2.92479306516320e-003  -2.37917793494240e+000
2.99703545387270e-003  -2.37917788205880e+000
3.07106222958340e-003  -2.37917782566010e+000
3.14691746665410e-003  -2.37917776559140e+000
3.22464632808040e-003  -2.37917770168970e+000
3.30429509238400e-003  -2.37917763378310e+000
3.38591118116590e-003  -2.37917756169080e+000
3.46954318734070e-003  -2.37917748522250e+000
3.55524090406800e-003  -2.37917740417780e+000
3.64305535439850e-003  -2.37917731834590e+000
3.73303882165210e-003  -2.37917722750500e+000
3.82524488054690e-003  -2.37917713142180e+000
3.91972842909640e-003  -2.37917702985080e+000
4.01654572129510e-003  -2.37917692253400e+000
4.11575440061110e-003  -2.37917680919980e+000
4.21741353430620e-003  -2.37917668956300e+000
4.32158364860360e-003  -2.37917656332350e+000
4.42832676472410e-003  -2.37917643016580e+000
4.53770643581280e-003  -2.37917628975830e+000
4.64978778477730e-003  -2.37917614175250e+000
4.76463754306130e-003  -2.37917598578200e+000
4.88232409037490e-003  -2.37917582146190e+000
5.00291749540720e-003  -2.37917564838760e+000
5.12648955754380e-003  -2.37917546613370e+000
5.25311384961510e-003  -2.37917527425370e+000
5.38286576170060e-003  -2.37917507227790e+000
5.51582254601460e-003  -2.37917485971320e+000
5.65206336290120e-003  -2.37917463604130e+000
5.79166932796480e-003  -2.37917440071760e+000
5.93472356036550e-003  -2.37917415317020e+000
6.08131123230660e-003  -2.37917389279800e+000
6.23151961974450e-003  -2.37917361896970e+000
6.38543815435220e-003  -2.37917333102210e+000
6.54315847676470e-003  -2.37917302825860e+000
6.70477449114080e-003  -2.37917270994710e+000
6.87038242107200e-003  -2.37917237531900e+000
7.04008086687250e-003  -2.37917202356660e+000
7.21397086428420e-003  -2.37917165384190e+000
7.39215594463200e-003  -2.37917126525370e+000
7.57474219646450e-003  -2.37917085686610e+000
7.76183832871710e-003  -2.37917042769630e+000
7.95355573543640e-003  -2.37916997671160e+000
8.15000856210170e-003  -2.37916950282750e+000
8.35131377358560e-003  -2.37916900490490e+000
8.55759122379320e-003  -2.37916848174730e+000
8.76896372702090e-003  -2.37916793209810e+000
8.98555713107830e-003  -2.37916735463730e+000
9.20750039221590e-003  -2.37916674797860e+000
9.43492565190370e-003  -2.37916611066570e+000
9.66796831550570e-003  -2.37916544116930e+000
9.90676713289870e-003  -2.37916473788280e+000
1.01514642810810e-002  -2.37916399911900e+000
1.04022054488240e-002  -2.37916322310560e+000
1.06591399234100e-002  -2.37916240798110e+000
1.09224206795180e-002  -2.37916155179030e+000
1.11922044703020e-002  -2.37916065247950e+000
1.14686519207190e-002  -2.37915970789160e+000
1.17519276231600e-002  -2.37915871576060e+000
1.20422002354530e-002  -2.37915767370670e+000
1.23396425812680e-002  -2.37915657922970e+000
1.26444317530260e-002  -2.37915542970380e+000
1.29567492173250e-002  -2.37915422237050e+000
1.32767809229930e-002  -2.37915295433210e+000
1.36047174117910e-002  -2.37915162254490e+000
1.39407539318620e-002  -2.37915022381130e+000
1.42850905539790e-002  -2.37914875477250e+000
1.46379322906630e-002  -2.37914721189980e+000
1.49994892182420e-002  -2.37914559148620e+000
1.53699766019330e-002  -2.37914388963750e+000
1.57496150240000e-002  -2.37914210226210e+000
1.61386305150930e-002  -2.37914022506160e+000
1.65372546888160e-002  -2.37913825351990e+000
1.69457248796300e-002  -2.37913618289210e+000
1.73642842841570e-002  -2.37913400819270e+000
1.77931821059750e-002  -2.37913172418340e+000
1.82326737039930e-002  -2.37912932535970e+000
1.86830207444810e-002  -2.37912680593800e+000
1.91444913568700e-002  -2.37912415984030e+000
1.96173602933850e-002  -2.37912138067960e+000
2.01019090926310e-002  -2.37911846174360e+000
2.05984262472190e-002  -2.37911539597830e+000
2.11072073755260e-002  -2.37911217596950e+000
2.16285553977010e-002  -2.37910879392490e+000
2.21627807160240e-002  -2.37910524165400e+000
2.27102013997100e-002  -2.37910151054730e+000
2.32711433742830e-002  -2.37909759155450e+000
2.38459406156280e-002  -2.37909347516150e+000
2.44349353488340e-002  -2.37908915136590e+000
2.50384782519500e-002  -2.37908460965130e+000
2.56569286647730e-002  -2.37907983896050e+000
2.62906548027930e-002  -2.37907482766650e+000
2.69400339764220e-002  -2.37906956354270e+000
2.76054528156400e-002  -2.37906403373060e+000
2.82873075001860e-002  -2.37905822470670e+000
2.89860039954410e-002  -2.37905212224640e+000
2.97019582941280e-002  -2.37904571138690e+000
3.04355966639930e-002  -2.37903897638720e+000
3.11873559015940e-002  -2.37903190068650e+000
3.19576835923630e-002  -2.37902446685930e+000
3.27470383770940e-002  -2.37901665656920e+000
3.35558902250090e-002  -2.37900845051850e+000
3.43847207135660e-002  -2.37899982839610e+000
3.52340233151910e-002  -2.37899076882210e+000
3.61043036910770e-002  -2.37898124928820e+000
3.69960799922460e-002  -2.37897124609590e+000
3.79098831680550e-002  -2.37896073429000e+000
3.88462572823060e-002  -2.37894968758860e+000
3.98057598371790e-002  -2.37893807830870e+000
4.07889621051570e-002  -2.37892587728750e+000
4.17964494691540e-002  -2.37891305379810e+000
4.28288217710420e-002  -2.37889957546110e+000
4.38866936687870e-002  -2.37888540814960e+000
4.49706950024060e-002  -2.37887051588930e+000
4.60814711689660e-002  -2.37885486075130e+000
4.72196835068390e-002  -2.37883840273880e+000
4.83860096894580e-002  -2.37882109966590e+000
4.95811441287880e-002  -2.37880290702930e+000
5.08057983887690e-002  -2.37878377787080e+000
5.20607016089710e-002  -2.37876366263170e+000
5.33466009387130e-002  -2.37874250899660e+000
5.46642619818990e-002  -2.37872026172740e+000
5.60144692528520e-002  -2.37869686248590e+000
5.73980266433970e-002  -2.37867224964480e+000
5.88157579014890e-002  -2.37864635808460e+000
6.02685071216560e-002  -2.37861911897810e+000
6.17571392475610e-002  -2.37859045955890e+000
6.32825405869760e-002  -2.37856030287350e+000
6.48456193394740e-002  -2.37852856751670e+000
6.64473061371590e-002  -2.37849516734790e+000
6.80885545987470e-002  -2.37846001118650e+000
6.97703418973360e-002  -2.37842300248580e+000
7.14936693422000e-002  -2.37838403898310e+000
7.32595629749520e-002  -2.37834301232400e+000
7.50690741804340e-002  -2.37829980765870e+000
7.69232803126900e-002  -2.37825430320850e+000
7.88232853364140e-002  -2.37820636979940e+000
8.07702204842230e-002  -2.37815587036070e+000
8.27652449301830e-002  -2.37810265938520e+000
8.48095464799590e-002  -2.37804658234760e+000
8.69043422780140e-002  -2.37798747507860e+000
8.90508795322810e-002  -2.37792516308960e+000
9.12504362567280e-002  -2.37785946084470e+000
9.35043220322690e-002  -2.37779017097550e+000
9.58138787864670e-002  -2.37771708343300e+000
9.81804815924920e-002  -2.37763997457190e+000
1.00605539487830e-001  -2.37755860616190e+000
1.03090496313180e-001  -2.37747272431790e+000
1.05636831572110e-001  -2.37738205834440e+000
1.08246061311940e-001  -2.37728631948500e+000
1.10919739026350e-001  -2.37718519956890e+000
1.13659456580300e-001  -2.37707836954620e+000
1.16466845157830e-001  -2.37696547790200e+000
1.19343576233230e-001  -2.37684614893770e+000
1.22291362566190e-001  -2.37671998090960e+000
1.25311959221580e-001  -2.37658654401110e+000
1.28407164614350e-001  -2.37644537818490e+000
1.31578821580320e-001  -2.37629599075100e+000
1.34828818473360e-001  -2.37613785383340e+000
1.38159090289650e-001  -2.37597040156980e+000
1.41571619819800e-001  -2.37579302708220e+000
1.45068438829350e-001  -2.37560507919140e+000
1.48651629268440e-001  -2.37540585884990e+000
1.52323324511370e-001  -2.37519461527170e+000
1.56085710626800e-001  -2.37497054172980e+000
1.59941027679280e-001  -2.37473277099640e+000
1.63891571062960e-001  -2.37448037039220e+000
1.67939692868210e-001  -2.37421233641360e+000
1.72087803282060e-001  -2.37392758890130e+000
1.76338372023130e-001  -2.37362496471240e+000
1.80693929812100e-001  -2.37330321085430e+000
1.85157069878460e-001  -2.37296097703580e+000
1.89730449504450e-001  -2.37259680758960e+000
1.94416791607210e-001  -2.37220913271250e+000
1.99218886359910e-001  -2.37179625897170e+000
2.04139592853000e-001  -2.37135635901800e+000
2.09181840796470e-001  -2.37088746044450e+000
2.14348632264140e-001  -2.37038743372560e+000
2.19643043481070e-001  -2.36985397916850e+000
2.25068226655050e-001  -2.36928461280320e+000
2.30627411853430e-001  -2.36867665113590e+000
2.36323908926210e-001  -2.36802719468690e+000
2.42161109476690e-001  -2.36733311022930e+000
2.48142488880760e-001  -2.36659101164540e+000
2.54271608356120e-001  -2.36579723931260e+000
2.60552117082510e-001  -2.36494783793040e+000
2.66987754374450e-001  -2.36403853270120e+000
2.73582351907500e-001  -2.36306470377560e+000
2.80339835999610e-001  -2.36202135887710e+000
2.87264229948800e-001  -2.36090310402470e+000
2.94359656428540e-001  -2.35970411227750e+000
3.01630339942330e-001  -2.35841809043520e+000
3.09080609338900e-001  -2.35703824363840e+000
3.16714900389570e-001  -2.35555723783030e+000
3.24537758429190e-001  -2.35396716006000e+000
3.32553841062390e-001  -2.35225947663250e+000
