5.68181818181820e-04 1.78326174172203e-04
5.82215909090910e-04 1.82730830674258e-04
5.96596642045450e-04 1.87244282191903e-04
6.11332579103980e-04 1.91869215962052e-04
6.26432493807850e-04 1.96608386933083e-04
6.41905376404900e-04 2.01464615357322e-04
6.57760439202100e-04 2.06440792557453e-04
6.74007122050390e-04 2.11539881264623e-04
6.90655097965040e-04 2.16764917390081e-04
7.07714278884770e-04 2.22119011831560e-04
7.25194821573230e-04 2.27605352325537e-04
7.43107133666090e-04 2.33227205345019e-04
7.61461879867640e-04 2.38987918044331e-04
7.80269988300370e-04 2.44890920251955e-04
7.99542657011390e-04 2.50939726512455e-04
8.19291360639570e-04 2.57137938178992e-04
8.39527857247370e-04 2.63489245557436e-04
8.60264195321380e-04 2.69997430103433e-04
8.81512720945810e-04 2.76666366673752e-04
9.03286085153180e-04 2.83500025833248e-04
9.25597251456460e-04 2.90502476218782e-04
9.48459503567430e-04 2.97677886961557e-04
9.71886453305550e-04 3.05030530169174e-04
9.95892048702200e-04 3.12564783469199e-04
1.02049058230510e-03 3.20285132615296e-04
1.04569669968810e-03 3.28196174157884e-04
1.07152540817040e-03 3.36302618180822e-04
1.09799208575220e-03 3.44609291105423e-04
1.12511249027030e-03 3.53121138563950e-04
1.15290276877990e-03 3.61843228344048e-04
1.18137946716880e-03 3.70780753405673e-04
1.21055954000790e-03 3.79939034972942e-04
1.24046036064610e-03 3.89323525701964e-04
1.27109973155400e-03 3.98939812927053e-04
1.30249589492340e-03 4.08793621987057e-04
1.33466754352800e-03 4.18890819634006e-04
1.36763383185320e-03 4.29237417525674e-04
1.40141438749990e-03 4.39839575804665e-04
1.43602932287120e-03 4.50703606765522e-04
1.47149924714610e-03 4.61835978612904e-04
1.50784527855060e-03 4.73243319312051e-04
1.54508905693080e-03 4.84932420534681e-04
1.58325275663700e-03 4.96910241702190e-04
1.62235909972590e-03 5.09183914128714e-04
1.66243136948920e-03 5.21760745266474e-04
1.70349342431550e-03 5.34648223056110e-04
1.74556971189610e-03 5.47854020384058e-04
1.78868528378000e-03 5.61385999650459e-04
1.83286581028930e-03 5.75252217449721e-04
1.87813759580350e-03 5.89460929366077e-04
1.92452759441980e-03 6.04020594888718e-04
1.97206342600200e-03 6.18939882447098e-04
2.02077339262420e-03 6.34227674571348e-04
2.07068649542210e-03 6.49893073179714e-04
2.12183245185900e-03 6.65945404996755e-04
2.17424171341990e-03 6.82394227104989e-04
2.22794548374140e-03 6.99249332634176e-04
2.28297573718980e-03 7.16520756590329e-04
2.33936523789840e-03 7.34218781829311e-04
2.39714755927450e-03 7.52353945177381e-04
2.45635710398850e-03 7.70937043703181e-04
2.51702912445710e-03 7.89979141144217e-04
2.57919974383110e-03 8.09491574492504e-04
2.64290597750380e-03 8.29485960741881e-04
2.70818575514810e-03 8.49974203803136e-04
2.77507794330030e-03 8.70968501588371e-04
2.84362236849980e-03 8.92481353271461e-04
2.91385984100170e-03 9.14525566726922e-04
2.98583217907450e-03 9.37114266152661e-04
3.05958223389760e-03 9.60260899880827e-04
3.13515391507490e-03 9.83979248381367e-04
3.21259221677720e-03 1.00828343246315e-03
3.29194324453160e-03 1.03318792167720e-03
3.37325424267160e-03 1.05870754292770e-03
3.45657362246560e-03 1.08485748929507e-03
3.54195099094050e-03 1.11165332907689e-03
3.62943718041670e-03 1.13911101505177e-03
3.71908427877300e-03 1.16724689397176e-03
3.81094566045870e-03 1.19607771628907e-03
3.90507601827200e-03 1.22562064612237e-03
4.00153139592330e-03 1.25589327146914e-03
4.10036922140260e-03 1.28691361466982e-03
4.20164834117130e-03 1.31870014312978e-03
4.30542905519820e-03 1.35127178030613e-03
4.41177315286160e-03 1.38464791696472e-03
4.52074394973730e-03 1.41884842271537e-03
4.63240632529580e-03 1.45389365783094e-03
4.74682676153060e-03 1.48980448535784e-03
4.86407338254040e-03 1.52660228352509e-03
4.98421599508910e-03 1.56430895845914e-03
5.10732613016780e-03 1.60294695721176e-03
5.23347708558300e-03 1.64253928110926e-03
5.36274396959690e-03 1.68310949943017e-03
5.49520374564590e-03 1.72468176342001e-03
5.63093527816340e-03 1.76728082065104e-03
5.77001937953400e-03 1.81093202973590e-03
5.91253885820850e-03 1.85566137540268e-03
6.05857856800630e-03 1.90149548394220e-03
6.20822545863600e-03 1.94846163903472e-03
6.36156862746430e-03 1.99658779796592e-03
6.51869937256270e-03 2.04590260824177e-03
6.67971124706500e-03 2.09643542461331e-03
6.84470011486750e-03 2.14821632651815e-03
7.01376420770470e-03 2.20127613595234e-03
7.18700418363500e-03 2.25564643578052e-03
7.36452318697080e-03 2.31135958849640e-03
7.54642690968900e-03 2.36844875544413e-03
7.73282365435830e-03 2.42694791651167e-03
7.92382439862100e-03 2.48689189030784e-03
8.11954286126690e-03 2.54831635483411e-03
8.32009556994020e-03 2.61125786866462e-03
8.52560193051770e-03 2.67575389264424e-03
8.73618429820150e-03 2.74184281212018e-03
8.95196805036710e-03 2.80956395971784e-03
9.17308166121110e-03 2.87895763867454e-03
9.39965677824310e-03 2.95006514674496e-03
9.63182830066570e-03 3.02292880069214e-03
9.86973445969210e-03 3.09759196137753e-03
1.01135169008470e-02 3.17409905946393e-03
1.03633207682970e-02 3.25249562174924e-03
1.06192947912740e-02 3.33282829813965e-03
1.08815913726190e-02 3.41514488928578e-03
1.11503666795230e-02 3.49949437489129e-03
1.14257807365070e-02 3.58592694271146e-03
1.17079975206980e-02 3.67449401825977e-03
1.19971850594600e-02 3.76524829523687e-03
1.22935155304280e-02 3.85824376670387e-03
1.25971653640300e-02 3.95353575700766e-03
