0.00000000000000e+00  0.00000000000000e+00 0.00000000000000e+00
1.00000000000000e-02 -6.47805349340000e-01 3.39268196020000e-02
2.00000000000000e-02 -1.29156877840000e+00 6.71151319050000e-02
3.00000000000000e-02 -1.92728288150000e+00 9.88325724533333e-02
4.00000000000000e-02 -2.55100892950000e+00 1.28359017400000e-01
5.00000000000000e-02 -3.15891033120000e+00 1.54992591394000e-01
6.00000000000000e-02 -3.74728505200000e+00 1.78055541300000e-01
7.00000000000000e-02 -4.31259666357143e+00 1.96899932242857e-01
8.00000000000000e-02 -4.85150370912500e+00 2.10913123400000e-01
9.00000000000000e-02 -5.36088709222222e+00 2.19522982577778e-01
1.00000000000000e-01 -5.83787521640000e+00 2.22202799660000e-01
1.10000000000000e-01 -6.27986662918182e+00 2.18475861318182e-01
1.20000000000000e-01 -6.68454995475000e+00 2.07919651166667e-01
1.30000000000000e-01 -7.04992092576923e+00 1.90169641815385e-01
1.40000000000000e-01 -7.37429636071429e+00 1.64922648157143e-01
1.50000000000000e-01 -7.65632496733333e+00 1.31939713653333e-01
1.60000000000000e-01 -7.89499488375000e+00 9.10485046187500e-02
1.70000000000000e-01 -8.08963791294117e+00 4.21451907394118e-02
1.80000000000000e-01 -8.23993043722222e+00 -1.48042063488889e-02
1.90000000000000e-01 -8.34589103421053e+00 -7.97630102789474e-02
2.00000000000000e-01 -8.40787485700000e+00 -1.52623646445000e-01
2.10000000000000e-01 -8.42656487428571e+00 -2.33207959561905e-01
2.20000000000000e-01 -8.40296010045455e+00 -3.21268100113636e-01
2.30000000000000e-01 -8.33836096826087e+00 -4.16487973865217e-01
2.40000000000000e-01 -8.23435205458333e+00 -5.18485249541667e-01
2.50000000000000e-01 -8.09278234400000e+00 -6.26813915120000e-01
2.60000000000000e-01 -7.91574331961538e+00 -7.40967364038462e-01
2.70000000000000e-01 -7.70554506518518e+00 -8.60381999814815e-01
2.80000000000000e-01 -7.46469079714286e+00 -9.84441319285714e-01
2.90000000000000e-01 -7.19584996310345e+00 -1.11248046386207e+00
3.00000000000000e-01 -6.90183031066667e+00 -1.24379119676667e+00
3.10000000000000e-01 -6.58554921096774e+00 -1.37762727132258e+00
3.20000000000000e-01 -6.25000464093750e+00 -1.51321013640625e+00
3.30000000000000e-01 -5.89824603212121e+00 -1.64973494942424e+00
3.40000000000000e-01 -5.53334491882353e+00 -1.78637692629412e+00
3.50000000000000e-01 -5.15836735714286e+00 -1.92229766180000e+00
3.60000000000000e-01 -4.77634506500000e+00 -2.05665200325000e+00
3.70000000000000e-01 -4.39024993216216e+00 -2.18859458097297e+00
3.80000000000000e-01 -4.00296857473684e+00 -2.31728662644737e+00
3.90000000000000e-01 -3.61727808307692e+00 -2.44190287946154e+00
4.00000000000000e-01 -3.23582498950000e+00 -2.56163810550000e+00
4.10000000000000e-01 -2.86110520268293e+00 -2.67571370195122e+00
4.20000000000000e-01 -2.49544636238095e+00 -2.78338405619048e+00
4.30000000000000e-01 -2.14099250251163e+00 -2.88394265186046e+00
4.40000000000000e-01 -1.79969112297727e+00 -2.97672786409091e+00
4.50000000000000e-01 -1.47328274020000e+00 -3.06112839533333e+00
4.60000000000000e-01 -1.16329296650000e+00 -3.13658829608696e+00
4.70000000000000e-01 -8.71027138255319e-01 -3.20261151914894e+00
4.80000000000000e-01 -5.97567742104167e-01 -3.25876585645833e+00
4.90000000000000e-01 -3.43773453265306e-01 -3.30468663285714e+00
5.00000000000000e-01 -1.10281027374000e-01 -3.34007972340000e+00
5.10000000000000e-01 1.02489621080392e-01 -3.36472354392157e+00
5.20000000000000e-01 2.94328998076923e-01 -3.37847061519231e+00
5.30000000000000e-01 4.65231154396226e-01 -3.38124952566038e+00
5.40000000000000e-01 6.15381174259259e-01 -3.37306402833333e+00
5.50000000000000e-01 7.45144859363636e-01 -3.35399368563636e+00
5.60000000000000e-01 8.55054537125000e-01 -3.32419249750000e+00
5.70000000000000e-01 9.45794758754386e-01 -3.28388726701754e+00
5.80000000000000e-01 1.01818641555172e+00 -3.23337553672414e+00
5.90000000000000e-01 1.07317052849153e+00 -3.17302251796610e+00
