5.20833333333330e-04 -2.51295838007710e+00
5.33697916666670e-04 -2.51295842551240e+00
5.46880255208330e-04 -2.51295846979500e+00
5.60388197511980e-04 -2.51295851294980e+00
5.74229785990520e-04 -2.51295855500100e+00
5.88413261704490e-04 -2.51295859597200e+00
6.02947069268590e-04 -2.51295863588550e+00
6.17839861879530e-04 -2.51295867476360e+00
6.33100506467950e-04 -2.51295871262740e+00
6.48738088977710e-04 -2.51295874949770e+00
6.64761919775460e-04 -2.51295878539420e+00
6.81181539193910e-04 -2.51295882033630e+00
6.98006723212000e-04 -2.51295885434250e+00
7.15247489275340e-04 -2.51295888743050e+00
7.32914102260440e-04 -2.51295891961780e+00
7.51017080586270e-04 -2.51295895092080e+00
7.69567202476750e-04 -2.51295898135530e+00
7.88575512377930e-04 -2.51295901093680e+00
8.08053327533660e-04 -2.51295903967960e+00
8.28012244723740e-04 -2.51295906759780e+00
8.48464147168420e-04 -2.51295909470460e+00
8.69421211603480e-04 -2.51295912101280e+00
8.90895915530090e-04 -2.51295914653420e+00
9.12901044643680e-04 -2.51295917128020e+00
9.35449700446380e-04 -2.51295919526150e+00
9.58555308047400e-04 -2.51295921848810e+00
9.82231624156170e-04 -2.51295924096930e+00
1.00649274527280e-03 -2.51295926271390e+00
1.03135311608110e-03 -2.51295928372990e+00
1.05682753804830e-03 -2.51295930402460e+00
1.08293117823810e-03 -2.51295932360460e+00
1.10967957834050e-03 -2.51295934247590e+00
1.13708866392560e-03 -2.51295936064380e+00
1.16517475392450e-03 -2.51295937811270e+00
1.19395457034650e-03 -2.51295939488660e+00
1.22344524823400e-03 -2.51295941096830e+00
1.25366434586540e-03 -2.51295942636020e+00
1.28462985520830e-03 -2.51295944106390e+00
1.31636021263190e-03 -2.51295945508000e+00
1.34887430988390e-03 -2.51295946840850e+00
1.38219150533810e-03 -2.51295948104840e+00
1.41633163551990e-03 -2.51295949299800e+00
1.45131502691720e-03 -2.51295950425460e+00
1.48716250808210e-03 -2.51295951481470e+00
1.52389542203170e-03 -2.51295952467380e+00
1.56153563895590e-03 -2.51295953382640e+00
1.60010556923810e-03 -2.51295954226620e+00
1.63962817679830e-03 -2.51295954998580e+00
1.68012699276520e-03 -2.51295955697650e+00
1.72162612948650e-03 -2.51295956322890e+00
1.76415029488480e-03 -2.51295956873230e+00
1.80772480716850e-03 -2.51295957347480e+00
1.85237560990560e-03 -2.51295957744320e+00
1.89812928747020e-03 -2.51295958062330e+00
1.94501308087070e-03 -2.51295958299950e+00
1.99305490396820e-03 -2.51295958455470e+00
2.04228336009630e-03 -2.51295958527050e+00
2.09272775909060e-03 -2.51295958512700e+00
2.14441813474020e-03 -2.51295958410290e+00
2.19738526266830e-03 -2.51295958217520e+00
2.25166067865620e-03 -2.51295957931920e+00
2.30727669741900e-03 -2.51295957550840e+00
2.36426643184520e-03 -2.51295957071490e+00
2.42266381271180e-03 -2.51295956490840e+00
2.48250360888580e-03 -2.51295955805700e+00
2.54382144802530e-03 -2.51295955012660e+00
2.60665383779150e-03 -2.51295954108090e+00
2.67103818758490e-03 -2.51295953088150e+00
